chrom	start_peak	end_peak	name_peak	start_gene	end_gene	gene_id	gene_name	strand_gene	gene_type	transcript_id	transcript_type	transcript_support	distance	sbs1_motif	sbs2_motif	sbs1_and_sbs2_motif
chr1	15526225	15527366	ZNF143_conserved_16	15526813	15576092	ENSG00000116138.13	DNAJC16	+	protein_coding	ENST00000375849.5	protein_coding	1	18	1	0	0
chr1	17011120	17012563	ZNF143_conserved_19	16985958	17011915	ENSG00000159363.19	ATP13A2	-	protein_coding	ENST00000341676.9	protein_coding	1	74	1	1	1
chr1	19250686	19252575	ZNF143_conserved_20	19215660	19251524	ENSG00000127463.16	EMC1	-	protein_coding	ENST00000477853.6	protein_coding	1	106	1	0	0
chr1	19250686	19252575	ZNF143_conserved_20	19251805	19260128	ENSG00000053372.5	MRTO4	+	protein_coding	ENST00000330263.5	protein_coding	1	175	1	0	0
chr1	21782159	21784925	ZNF143_conserved_22	21678298	21783195	ENSG00000090686.16	USP48	-	protein_coding	ENST00000400301.5	protein_coding	1	347	1	1	1
chr1	23367539	23369938	ZNF143_conserved_24	23359975	23368386	ENSG00000125945.15	ZNF436	-	protein_coding	ENST00000374608.3	protein_coding	1	352	1	1	1
chr1	23367539	23369938	ZNF143_conserved_24	23368949	23371839	ENSG00000249087.9	ZNF436-AS1	+	lncRNA	ENST00000454117.2	lncRNA	1	211	1	1	1
chr1	23691475	23692488	ZNF143_conserved_25	23691742	23696417	ENSG00000142676.14	RPL11	+	protein_coding	ENST00000374550.8	protein_coding	1	239	1	0	0
chr1	23824769	23825772	ZNF143_conserved_26	23801885	23825429	ENSG00000117305.15	HMGCL	-	protein_coding	ENST00000374490.8	protein_coding	1	159	1	0	0
chr1	24642472	24644066	ZNF143_conserved_27	24643302	24673281	ENSG00000133226.19	SRRM1	+	protein_coding	ENST00000323848.14	protein_coding	1	33	1	0	0
chr1	25905352	25907372	ZNF143_conserved_28	25900116	25906419	ENSG00000117632.23	STMN1	-	protein_coding	ENST00000455785.7	protein_coding	1	57	1	1	1
chr1	25996818	25998820	ZNF143_conserved_29	25960770	25998044	ENSG00000158006.14	PAFAH2	-	protein_coding	ENST00000374284.5	protein_coding	1	225	1	1	1
chr1	26306197	26307245	ZNF143_conserved_30	26282282	26306620	ENSG00000158062.21	UBXN11	-	protein_coding	ENST00000374223.5	protein_coding	1	101	1	0	0
chr1	27233812	27234895	ZNF143_conserved_32	27229106	27234352	ENSG00000224311.1	WDTC1-DT	-	lncRNA	ENST00000425205.1	lncRNA	3	1	0	0	0
chr1	27233812	27234895	ZNF143_conserved_32	27234632	27308636	ENSG00000142784.16	WDTC1	+	protein_coding	ENST00000319394.8	protein_coding	1	279	1	1	1
chr1	27830222	27831568	ZNF143_conserved_33	27830822	27851672	ENSG00000117751.18	PPP1R8	+	protein_coding	ENST00000373931.8	protein_coding	1	73	1	0	0
chr1	28258773	28260101	ZNF143_conserved_34	28259518	28282491	ENSG00000130766.5	SESN2	+	protein_coding	ENST00000253063.4	protein_coding	1	81	1	1	1
chr1	28369230	28370495	ZNF143_conserved_35	28369740	28500364	ENSG00000204138.13	PHACTR4	+	protein_coding	ENST00000373839.8	protein_coding	1	122	1	1	1
chr1	28505498	28506680	ZNF143_conserved_36	28506057	28539300	ENSG00000180198.17	RCC1	+	protein_coding	ENST00000373833.10	protein_coding	1	32	1	1	1
chr1	28505498	28506680	ZNF143_conserved_36	28505980	28510892	ENSG00000242125.3	SNHG3	+	lncRNA	ENST00000413987.1	lncRNA	1	109	1	1	1
chr1	28581284	28582836	ZNF143_conserved_37	28578538	28581873	ENSG00000197989.15	SNHG12	-	lncRNA	ENST00000531126.7	lncRNA	1	187	1	1	1
chr1	28736228	28737720	ZNF143_conserved_39	28736940	28769775	ENSG00000198492.16	YTHDF2	+	protein_coding	ENST00000373812.8	protein_coding	1	34	1	0	0
chr1	31064953	31066211	ZNF143_conserved_41	30932844	31065684	ENSG00000134644.16	PUM1	-	protein_coding	ENST00000440538.6	protein_coding	1	102	1	0	0
chr1	32179036	32180296	ZNF143_conserved_42	32179675	32198285	ENSG00000084652.16	TXLNA	+	protein_coding	ENST00000373610.8	protein_coding	1	9	1	0	0
chr1	33472022	33473114	ZNF143_conserved_43	33472651	33492636	ENSG00000121903.15	ZSCAN20	+	protein_coding	ENST00000373413.2	protein_coding	1	83	1	1	1
chr1	35031470	35032463	ZNF143_conserved_44	34986165	35031945	ENSG00000163867.17	ZMYM6	-	protein_coding	ENST00000357182.9	protein_coding	1	21	0	0	0
chr1	36148797	36151162	ZNF143_conserved_45	36136572	36149486	ENSG00000054116.12	TRAPPC3	-	protein_coding	ENST00000373166.8	protein_coding	1	493	1	1	1
chr1	36223786	36225200	ZNF143_conserved_46	36224443	36305357	ENSG00000054118.15	THRAP3	+	protein_coding	ENST00000354618.10	protein_coding	1	50	1	1	1
chr1	36397216	36398573	ZNF143_conserved_47	36393436	36397908	ENSG00000181817.6	LSM10	-	protein_coding	ENST00000315732.3	protein_coding	1	14	1	0	0
chr1	37553681	37554836	ZNF143_conserved_48	37534449	37554293	ENSG00000163877.11	SNIP1	-	protein_coding	ENST00000296215.8	protein_coding	1	35	0	0	0
chr1	37690064	37693034	ZNF143_conserved_49	37681570	37690520	ENSG00000116922.15	C1orf109	-	protein_coding	ENST00000358011.8	protein_coding	2	1029	1	1	1
chr1	37690064	37693034	ZNF143_conserved_49	37692481	37709713	ENSG00000134690.11	CDCA8	+	protein_coding	ENST00000327331.2	protein_coding	1	932	1	1	1
chr1	38012115	38013531	ZNF143_conserved_50	38012734	38024820	ENSG00000183520.12	UTP11	+	protein_coding	ENST00000373014.5	protein_coding	1	89	1	1	1
chr1	40508224	40509737	ZNF143_conserved_51	40493157	40508661	ENSG00000238287.1	EXO5-DT	-	lncRNA	ENST00000450713.1	lncRNA	3	319	1	0	0
chr1	40508224	40509737	ZNF143_conserved_51	40508741	40516036	ENSG00000164002.12	EXO5	+	protein_coding	ENST00000358527.6	protein_coding	1	239	0	0	0
chr1	40530894	40532151	ZNF143_conserved_52	40531637	40548167	ENSG00000117010.17	ZNF684	+	protein_coding	ENST00000372699.8	protein_coding	1	115	1	0	0
chr1	42845917	42847252	ZNF143_conserved_53	42841895	42846427	ENSG00000228192.10	ZNF691-DT	-	lncRNA	ENST00000444563.7	lncRNA	2	157	0	0	0
chr1	42845917	42847252	ZNF143_conserved_53	42846609	42852477	ENSG00000164011.18	ZNF691	+	protein_coding	ENST00000372508.7	protein_coding	1	25	1	1	1
chr1	43946035	43947385	ZNF143_conserved_54	43944372	43946286	ENSG00000288573.3	ENSG00000288573	-	lncRNA	ENST00000445226.1	lncRNA	3	424	0	0	0
chr1	43946035	43947385	ZNF143_conserved_54	43946950	43968022	ENSG00000117408.11	IPO13	+	protein_coding	ENST00000372343.8	protein_coding	1	240	1	1	1
chr1	43969347	43970691	ZNF143_conserved_55	43970010	43973369	ENSG00000132768.14	DPH2	+	protein_coding	ENST00000255108.8	protein_coding	1	9	1	1	1
chr1	43974103	43976040	ZNF143_conserved_56	43974960	43978295	ENSG00000117410.14	ATP6V0B	+	protein_coding	ENST00000472174.7	protein_coding	1	111	1	1	1
chr1	44354618	44355919	ZNF143_conserved_57	44221070	44355257	ENSG00000117419.16	ERI3	-	protein_coding	ENST00000372257.7	protein_coding	1	11	1	1	1
chr1	44739234	44740184	ZNF143_conserved_59	44739837	44767767	ENSG00000142945.13	KIF2C	+	protein_coding	ENST00000372224.9	protein_coding	1	128	1	1	1
chr1	45339553	45341200	ZNF143_conserved_62	45329242	45340388	ENSG00000132781.20	MUTYH	-	protein_coding	ENST00000372098.7	protein_coding	1	12	1	1	1
chr1	45339553	45341200	ZNF143_conserved_62	45340170	45343973	ENSG00000132773.12	TOE1	+	protein_coding	ENST00000372090.6	protein_coding	1	206	1	1	1
chr1	45498931	45501511	ZNF143_conserved_63	45493866	45500073	ENSG00000280670.3	CCDC163	-	protein_coding	ENST00000629482.3	protein_coding	1	148	1	1	1
chr1	45498931	45501511	ZNF143_conserved_63	45500300	45513382	ENSG00000132763.15	MMACHC	+	protein_coding	ENST00000401061.9	protein_coding	2	79	1	1	1
chr1	45550146	45551272	ZNF143_conserved_64	45550826	45570049	ENSG00000117448.14	AKR1A1	+	protein_coding	ENST00000351829.9	protein_coding	1	117	0	0	0
chr1	45686060	45688630	ZNF143_conserved_65	45627304	45686533	ENSG00000159592.11	GPBP1L1	-	protein_coding	ENST00000355105.8	protein_coding	1	812	1	1	1
chr1	45686060	45688630	ZNF143_conserved_65	45688181	45694436	ENSG00000159596.7	TMEM69	+	protein_coding	ENST00000372025.5	protein_coding	1	836	1	1	1
chr1	46339851	46341165	ZNF143_conserved_66	46340807	46365018	ENSG00000117481.11	NSUN4	+	protein_coding	ENST00000474844.6	protein_coding	1	299	1	1	1
chr1	47333376	47335053	ZNF143_conserved_67	47333790	47378839	ENSG00000162368.15	CMPK1	+	protein_coding	ENST00000371873.10	protein_coding	1	424	1	1	1
chr1	51878075	51879644	ZNF143_conserved_68	51789191	51878805	ENSG00000078618.23	NRDC	-	protein_coding	ENST00000354831.11	protein_coding	1	54	1	0	0
chr1	52054934	52057023	ZNF143_conserved_69	52020131	52055191	ENSG00000117862.13	TXNDC12	-	protein_coding	ENST00000371626.9	protein_coding	1	787	1	1	1
chr1	52054934	52057023	ZNF143_conserved_69	52056295	52090716	ENSG00000134717.18	BTF3L4	+	protein_coding	ENST00000313334.13	protein_coding	1	317	1	1	1
chr1	52697730	52699005	ZNF143_conserved_70	52684449	52698347	ENSG00000162377.6	COA7	-	protein_coding	ENST00000371538.5	protein_coding	1	20	0	0	0
chr1	53837727	53839507	ZNF143_conserved_71	53765478	53838296	ENSG00000058804.12	NDC1	-	protein_coding	ENST00000371429.4	protein_coding	1	321	1	1	1
chr1	54052400	54054124	ZNF143_conserved_72	54026681	54053204	ENSG00000116209.12	TMEM59	-	protein_coding	ENST00000234831.10	protein_coding	1	58	1	1	1
chr1	54052400	54054124	ZNF143_conserved_72	54053608	54106082	ENSG00000116205.14	TCEANC2	+	protein_coding	ENST00000234827.6	protein_coding	1	346	1	0	0
chr1	54199549	54200868	ZNF143_conserved_73	54169651	54200030	ENSG00000215883.11	CYB5RL	-	protein_coding	ENST00000534324.6	protein_coding	5	178	1	0	0
chr1	54199549	54200868	ZNF143_conserved_73	54200167	54218383	ENSG00000116221.15	MRPL37	+	protein_coding	ENST00000360840.9	protein_coding	1	41	1	0	0
chr1	58546522	58547154	ZNF143_conserved_74	58480719	58546726	ENSG00000162600.12	OMA1	-	protein_coding	ENST00000371226.8	protein_coding	1	112	0	0	0
chr1	58781713	58785760	ZNF143_conserved_75	58785153	58901109	ENSG00000234807.8	LINC01135	+	lncRNA	ENST00000419531.3	lncRNA	4	1417	1	1	1
chr1	62783230	62784608	ZNF143_conserved_76	62784132	62865516	ENSG00000125703.15	ATG4C	+	protein_coding	ENST00000317868.9	protein_coding	1	213	1	0	0
chr1	67429188	67431264	ZNF143_conserved_77	67412867	67430372	ENSG00000142864.15	SERBP1	-	protein_coding	ENST00000370990.5	protein_coding	1	146	1	1	1
chr1	70220911	70222193	ZNF143_conserved_78	70221396	70250805	ENSG00000116754.14	SRSF11	+	protein_coding	ENST00000395136.7	protein_coding	1	156	0	0	0
chr1	70220911	70222193	ZNF143_conserved_78	70218589	70221023	ENSG00000228988.1	ENSG00000228988	-	lncRNA	ENST00000422107.1	lncRNA	3	529	1	0	0
chr1	84297897	84299395	ZNF143_conserved_79	84298366	84350798	ENSG00000203943.9	SAMD13	+	protein_coding	ENST00000370673.7	protein_coding	2	280	1	1	1
chr1	93078861	93080082	ZNF143_conserved_80	93079311	93137151	ENSG00000143033.18	MTF2	+	protein_coding	ENST00000370303.4	protein_coding	1	160	1	0	0
chr1	93179666	93181284	ZNF143_conserved_81	93149742	93180413	ENSG00000117500.13	TMED5	-	protein_coding	ENST00000370282.8	protein_coding	1	62	1	1	1
chr1	93179666	93181284	ZNF143_conserved_81	93180363	93278607	ENSG00000122483.18	CCDC18	+	protein_coding	ENST00000401026.7	protein_coding	1	112	1	1	1
chr1	93345363	93346849	ZNF143_conserved_82	93311169	93345852	ENSG00000223745.8	CCDC18-AS1	-	lncRNA	ENST00000421202.6	lncRNA	1	254	1	0	0
chr1	93345363	93346849	ZNF143_conserved_82	93345907	93369493	ENSG00000117505.13	DR1	+	protein_coding	ENST00000370272.9	protein_coding	1	199	1	1	1
chr1	95072111	95073409	ZNF143_conserved_83	94974405	95072951	ENSG00000172339.10	ALG14	-	protein_coding	ENST00000370205.6	protein_coding	1	191	1	1	1
chr1	109483020	109484752	ZNF143_conserved_86	109483939	109492734	ENSG00000162650.17	ATXN7L2	+	protein_coding	ENST00000369870.7	protein_coding	1	53	1	1	1
chr1	112618564	112620399	ZNF143_conserved_87	112523518	112619189	ENSG00000007341.19	ST7L	-	protein_coding	ENST00000360743.8	protein_coding	1	292	1	0	0
chr1	112618564	112620399	ZNF143_conserved_87	112619832	112671616	ENSG00000116489.13	CAPZA1	+	protein_coding	ENST00000263168.4	protein_coding	1	351	1	1	1
chr1	113811421	113813000	ZNF143_conserved_88	113765848	113812289	ENSG00000081019.14	RSBN1	-	protein_coding	ENST00000615321.1	protein_coding	2	79	1	1	1
chr1	113811421	113813000	ZNF143_conserved_88	113812379	113823496	ENSG00000231128.7	ENSG00000231128	+	lncRNA	ENST00000429398.5	lncRNA	3	169	0	0	0
chr1	114756822	114758314	ZNF143_conserved_89	114717295	114757974	ENSG00000009307.17	CSDE1	-	protein_coding	ENST00000261443.9	protein_coding	1	406	0	1	0
chr1	149636204	149637227	ZNF143_conserved_90	149636650	149672793	ENSG00000291158.1	LINC00869	+	lncRNA	ENST00000430442.2	lncRNA	5	65	0	0	0
chr1	149898909	149900383	ZNF143_conserved_91	149899568	149900795	ENSG00000178096.9	BOLA1	+	protein_coding	ENST00000369152.6	protein_coding	1	78	1	1	1
chr1	150066915	150068168	ZNF143_conserved_92	150067382	150145288	ENSG00000136631.16	VPS45	+	protein_coding	ENST00000369128.9	protein_coding	2	159	1	1	1
chr1	150268057	150269563	ZNF143_conserved_93	150265404	150269016	ENSG00000117362.13	APH1A	-	protein_coding	ENST00000369109.8	protein_coding	1	206	1	1	1
chr1	150268057	150269563	ZNF143_conserved_93	150268200	150280916	ENSG00000118292.9	C1orf54	+	protein_coding	ENST00000369102.5	protein_coding	5	610	0	0	0
chr1	151007913	151009163	ZNF143_conserved_94	150996835	151008365	ENSG00000143409.17	MINDY1	-	protein_coding	ENST00000361936.9	protein_coding	1	173	0	0	0
chr1	151007913	151009163	ZNF143_conserved_94	151008530	151035713	ENSG00000143363.17	PRUNE1	+	protein_coding	ENST00000368935.1	protein_coding	1	8	1	1	1
chr1	151165046	151166712	ZNF143_conserved_95	151166144	151170296	ENSG00000163156.12	SCNM1	+	protein_coding	ENST00000368905.9	protein_coding	1	265	1	1	1
chr1	151165046	151166712	ZNF143_conserved_95	151159748	151165902	ENSG00000163155.12	LYSMD1	-	protein_coding	ENST00000368908.10	protein_coding	1	23	1	1	1
chr1	151254167	151255107	ZNF143_conserved_96	151254734	151267479	ENSG00000159352.16	PSMD4	+	protein_coding	ENST00000368884.8	protein_coding	1	97	1	1	1
chr1	151611292	151612918	ZNF143_conserved_97	151612029	151699091	ENSG00000143376.14	SNX27	+	protein_coding	ENST00000368843.8	protein_coding	1	76	1	1	1
chr1	151611292	151612918	ZNF143_conserved_97	151612038	151613363	ENSG00000250734.2	ENSG00000250734	-	lncRNA	ENST00000504583.2	lncRNA	4	1258	1	0	0
chr1	153657952	153659373	ZNF143_conserved_98	153658703	153661852	ENSG00000143553.11	SNAPIN	+	protein_coding	ENST00000368685.6	protein_coding	1	41	1	1	1
chr1	153957629	153959290	ZNF143_conserved_99	153947675	153958612	ENSG00000160741.17	CRTC2	-	protein_coding	ENST00000368633.2	protein_coding	1	153	1	1	1
chr1	153976808	153978840	ZNF143_conserved_100	153974269	153977674	ENSG00000143543.15	JTB	-	protein_coding	ENST00000271843.9	protein_coding	1	150	1	1	1
chr1	155139725	155141037	ZNF143_conserved_102	155139891	155140531	ENSG00000179085.8	DPM3	-	protein_coding	ENST00000368400.5	protein_coding	1	150	1	1	1
chr1	155172587	155174383	ZNF143_conserved_103	155169408	155173304	ENSG00000163463.13	KRTCAP2	-	protein_coding	ENST00000295682.6	protein_coding	1	181	1	0	0
chr1	155172587	155174383	ZNF143_conserved_103	155173849	155184970	ENSG00000163462.19	TRIM46	+	protein_coding	ENST00000334634.9	protein_coding	1	364	1	0	0
chr1	155254541	155256056	ZNF143_conserved_104	155247205	155255483	ENSG00000160767.22	FAM189B	-	protein_coding	ENST00000361361.7	protein_coding	1	185	1	1	1
chr1	155261537	155263279	ZNF143_conserved_105	155255981	155262430	ENSG00000116521.11	SCAMP3	-	protein_coding	ENST00000355379.3	protein_coding	1	22	1	0	0
chr1	155308199	155310005	ZNF143_conserved_106	155308916	155320665	ENSG00000160752.15	FDPS	+	protein_coding	ENST00000356657.10	protein_coding	1	186	1	1	1
chr1	156020106	156021464	ZNF143_conserved_107	156009048	156020951	ENSG00000163479.14	SSR2	-	protein_coding	ENST00000295702.9	protein_coding	1	166	1	1	1
chr1	156052915	156055682	ZNF143_conserved_108	156035299	156053798	ENSG00000160803.8	UBQLN4	-	protein_coding	ENST00000368309.4	protein_coding	1	500	1	0	0
chr1	156052915	156055682	ZNF143_conserved_108	156054782	156058506	ENSG00000116586.12	LAMTOR2	+	protein_coding	ENST00000368305.9	protein_coding	1	484	1	1	1
chr1	156081937	156083664	ZNF143_conserved_109	156072013	156082465	ENSG00000254726.3	MEX3A	-	protein_coding	ENST00000532414.3	protein_coding	1	335	1	1	1
chr1	156081937	156083664	ZNF143_conserved_109	156082578	156137865	ENSG00000160789.24	LMNA	+	protein_coding	ENST00000368301.6	protein_coding	2	222	1	0	0
chr1	156337859	156339239	ZNF143_conserved_110	156308968	156338292	ENSG00000163468.15	CCT3	-	protein_coding	ENST00000295688.8	protein_coding	1	257	1	1	1
chr1	156337859	156339239	ZNF143_conserved_110	156338526	156346995	ENSG00000163467.12	TSACC	+	protein_coding	ENST00000368254.6	protein_coding	1	23	1	0	0
chr1	156571483	156573261	ZNF143_conserved_111	156525405	156572565	ENSG00000183856.11	IQGAP3	-	protein_coding	ENST00000361170.7	protein_coding	1	193	1	1	1
chr1	156740454	156741977	ZNF143_conserved_112	156737305	156741131	ENSG00000143314.12	MRPL24	-	protein_coding	ENST00000368211.8	protein_coding	1	84	1	1	1
chr1	156766358	156768659	ZNF143_conserved_113	156767535	156800815	ENSG00000143294.15	PRCC	+	protein_coding	ENST00000271526.9	protein_coding	1	27	1	1	1
chr1	168225442	168226575	ZNF143_conserved_115	168226004	168253021	ENSG00000213064.10	SFT2D2	+	protein_coding	ENST00000271375.7	protein_coding	1	4	1	0	0
chr1	169794297	169795448	ZNF143_conserved_116	169795040	169854080	ENSG00000000460.17	C1orf112	+	protein_coding	ENST00000359326.9	protein_coding	1	168	1	0	0
chr1	169794297	169795448	ZNF143_conserved_116	169792529	169794907	ENSG00000171806.12	METTL18	-	protein_coding	ENST00000310392.5	protein_coding	1	35	1	0	0
chr1	172532110	172533616	ZNF143_conserved_117	172533118	172611831	ENSG00000094975.14	SUCO	+	protein_coding	ENST00000616058.4	protein_coding	1	255	1	1	1
chr1	173823816	173825367	ZNF143_conserved_118	173799550	173824322	ENSG00000120334.16	CENPL	-	protein_coding	ENST00000356198.6	protein_coding	1	269	0	0	0
chr1	179877225	179878379	ZNF143_conserved_119	179839967	179877799	ENSG00000169905.13	TOR1AIP2	-	protein_coding	ENST00000367612.7	protein_coding	1	3	1	1	1
chr1	179954283	179955446	ZNF143_conserved_120	179954810	180114875	ENSG00000135837.17	CEP350	+	protein_coding	ENST00000367607.8	protein_coding	1	54	1	0	0
chr1	184754044	184755814	ZNF143_conserved_121	184690493	184754907	ENSG00000116406.20	EDEM3	-	protein_coding	ENST00000367512.8	protein_coding	1	22	1	1	1
chr1	185156218	185158021	ZNF143_conserved_122	185118101	185156953	ENSG00000121486.12	TRMT1L	-	protein_coding	ENST00000367506.10	protein_coding	1	166	0	0	0
chr1	185156218	185158021	ZNF143_conserved_122	185157167	185291781	ENSG00000116668.13	SWT1	+	protein_coding	ENST00000367500.9	protein_coding	1	48	1	1	1
chr1	186374737	186376189	ZNF143_conserved_123	186311652	186375253	ENSG00000047410.14	TPR	-	protein_coding	ENST00000367478.9	protein_coding	1	210	1	1	1
chr1	186374737	186376189	ZNF143_conserved_123	186375838	186421375	ENSG00000157181.16	ODR4	+	protein_coding	ENST00000287859.11	protein_coding	1	375	0	0	0
chr1	193058506	193060141	ZNF143_conserved_124	193012254	193059360	ENSG00000116750.14	UCHL5	-	protein_coding	ENST00000367454.6	protein_coding	1	37	1	0	0
chr1	193058506	193060141	ZNF143_conserved_124	193059454	193091219	ENSG00000116747.13	RO60	+	protein_coding	ENST00000432079.5	protein_coding	1	131	1	1	1
chr1	200409366	200411027	ZNF143_conserved_125	200411632	200475956	ENSG00000230623.8	ENSG00000230623	+	lncRNA	ENST00000634596.2	lncRNA	1	1436	1	0	0
chr1	200409366	200411027	ZNF143_conserved_125	200404940	200410056	ENSG00000162702.8	ZNF281	-	protein_coding	ENST00000294740.3	protein_coding	1	140	1	1	1
chr1	201955103	201955967	ZNF143_conserved_126	201955503	201970664	ENSG00000134375.11	TIMM17A	+	protein_coding	ENST00000367287.5	protein_coding	1	32	1	0	0
chr1	202347963	202349508	ZNF143_conserved_127	202348728	202438242	ENSG00000077157.23	PPP1R12B	+	protein_coding	ENST00000356764.6	protein_coding	1	7	1	1	1
chr1	203795139	203796639	ZNF143_conserved_128	203795623	203854124	ENSG00000257315.4	ZBED6	+	protein_coding	ENST00000550078.3	protein_coding	1	266	1	1	1
chr1	203795139	203796639	ZNF143_conserved_128	203795706	203854124	ENSG00000058673.17	ZC3H11A	+	protein_coding	ENST00000332127.8	protein_coding	1	183	1	1	1
chr1	203861259	203862421	ZNF143_conserved_129	203861599	203871152	ENSG00000182004.13	SNRPE	+	protein_coding	ENST00000414487.7	protein_coding	1	241	1	0	0
chr1	205210817	205212420	ZNF143_conserved_130	205142505	205211566	ENSG00000133059.17	DSTYK	-	protein_coding	ENST00000367161.7	protein_coding	1	52	1	1	1
chr1	205774735	205776091	ZNF143_conserved_131	205769437	205775449	ENSG00000117280.13	RAB29	-	protein_coding	ENST00000235932.8	protein_coding	1	36	1	1	1
chr1	211675086	211676386	ZNF143_conserved_132	211658657	211675630	ENSG00000117650.13	NEK2	-	protein_coding	ENST00000540251.5	protein_coding	1	106	1	0	0
chr1	211675086	211676386	ZNF143_conserved_132	211675762	211686790	ENSG00000231057.5	NEK2-DT	+	lncRNA	ENST00000415202.1	lncRNA	3	26	0	0	0
chr1	212414149	212415935	ZNF143_conserved_133	212363928	212414886	ENSG00000065600.13	PACC1	-	protein_coding	ENST00000261455.9	protein_coding	1	156	1	1	1
chr1	213015051	213016319	ZNF143_conserved_134	212992182	213015826	ENSG00000174606.14	ANGEL2	-	protein_coding	ENST00000360506.6	protein_coding	1	141	1	1	1
chr1	224356207	224357649	ZNF143_conserved_135	224356879	224379452	ENSG00000143771.12	CNIH4	+	protein_coding	ENST00000465271.6	protein_coding	1	49	1	1	1
chr1	226308322	226309959	ZNF143_conserved_136	226231149	226309172	ENSG00000183814.16	LIN9	-	protein_coding	ENST00000460719.5	protein_coding	1	32	1	0	0
chr1	230978540	230979581	ZNF143_conserved_138	230906243	230978861	ENSG00000143643.13	TTC13	-	protein_coding	ENST00000366661.9	protein_coding	1	199	1	1	1
chr1	230978540	230979581	ZNF143_conserved_138	230979094	231000733	ENSG00000173409.14	ARV1	+	protein_coding	ENST00000310256.7	protein_coding	1	34	0	1	0
chr1	231527857	231529115	ZNF143_conserved_139	231522456	231528517	ENSG00000233461.6	ENSG00000233461	-	lncRNA	ENST00000416221.6	lncRNA	2	31	1	0	0
chr1	231527857	231529115	ZNF143_conserved_139	231528669	231566524	ENSG00000116918.15	TSNAX	+	protein_coding	ENST00000366639.9	protein_coding	1	183	1	1	1
chr1	235326694	235329480	ZNF143_conserved_141	235166902	235328179	ENSG00000054267.22	ARID4B	-	protein_coding	ENST00000264183.9	protein_coding	1	92	1	1	1
