NAME	NES_24H	FDR_24H	NES_48H	FDR_48H	NES_72H	FDR_72H
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	1.7545351	0.055409126	1.6663935	0.10442969	1.6591022	0.13666338
GOBP_MARGINAL_ZONE_B_CELL_DIFFERENTIATION	1.7487768	0.060436066	1.7006788	0.084771276	1.5068382	0.23660932
GOBP_L_ALANINE_TRANSPORT	1.7486218	0.059908863	1.5884607	0.14847167	1.6555125	0.13472033
GOBP_PATTERN_SPECIFICATION_PROCESS	1.7481688	0.05963405	1.7402642	0.077983096	1.7245985	0.10383093
GOBP_DEVELOPMENT_OF_PRIMARY_FEMALE_SEXUAL_CHARACTERISTICS	1.7446009	0.062701784	1.467485	0.25353593	1.2621655	0.44103706
GOBP_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS	1.7441939	0.06243113	1.4826027	0.24509765	1.2873806	0.42203242
GOBP_DORSAL_VENTRAL_PATTERN_FORMATION	1.74346	0.062467445	1.4893707	0.24040972	1.3987353	0.32142386
GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	1.7421418	0.063201964	1.4318101	0.28357255	1.415284	0.3066402
GOBP_PROTECTION_FROM_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	1.7401518	0.06468351	1.3081287	0.393366	0.9163568	0.8120321
GOBP_POSITIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION	1.734291	0.0704683	1.8489485	0.032432795	1.9350673	0.033382155
GOBP_REGULATION_OF_BONE_REMODELING	1.7331145	0.07100159	1.6985086	0.08635427	1.8302724	0.061004076
GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS	1.7317538	0.07184369	1.3564289	0.35014373	1.096	0.6101347
GOBP_SYNAPTIC_SIGNALING	1.7304424	0.07270686	1.7097628	0.08147088	1.7321664	0.09662837
GOBP_FEMALE_SEX_DIFFERENTIATION	1.7300359	0.07248429	1.4536291	0.2669332	1.2356436	0.46698293
GOBP_ACROSOME_REACTION	1.7299584	0.071858205	1.6022418	0.13845555	1.4099088	0.31185514
GOBP_OVULATION_CYCLE	1.7283499	0.07296705	1.5552217	0.17505422	1.3672832	0.35020316
GOBP_SCHWANN_CELL_PROLIFERATION	1.7280556	0.072617	1.831638	0.038091194	1.7588084	0.08828856
GOBP_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT	1.7273856	0.07266128	1.6370518	0.119831555	1.7264595	0.1019286
GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE	1.7268164	0.072615795	1.5755758	0.16266601	1.3046899	0.40162167
GOBP_BONE_REMODELING	1.7266804	0.07208303	1.6568214	0.10938798	1.7494426	0.09404894
GOBP_REGULATION_OF_HEART_CONTRACTION	1.724497	0.074006714	1.8548409	0.031207964	1.8131133	0.06958719
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	1.7244074	0.07340721	1.669676	0.101795904	1.597128	0.16317944
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION	1.724361	0.07276645	1.8627712	0.03421755	1.68912	0.11879514
GOBP_ATRIAL_SEPTUM_DEVELOPMENT	1.7237277	0.07277272	1.7365073	0.07602182	1.7859803	0.07602868
GOBP_VASCULATURE_DEVELOPMENT	1.7192104	0.07745972	1.6750876	0.098626316	1.6658946	0.13350812
GOBP_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	1.7187783	0.07729517	1.4880545	0.23979379	1.3086429	0.39842582
GOBP_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	1.7186282	0.07678935	1.5845	0.152787	1.5419428	0.20891598
GOBP_REGULATION_OF_BONE_MINERALIZATION	1.7186043	0.07614044	1.5599799	0.17359796	1.7366205	0.097206175
GOBP_POSITIVE_REGULATION_OF_BONE_RESORPTION	1.7184291	0.075669326	1.7991112	0.048591565	1.6962818	0.12138888
GOBP_EMBRYONIC_CRANIAL_SKELETON_MORPHOGENESIS	1.7181847	0.07530857	1.6623576	0.10598555	1.608507	0.15699613
GOBP_OSSIFICATION	1.7165275	0.076652616	1.4985204	0.23551247	1.5777532	0.17480248
GOBP_TUBE_MORPHOGENESIS	1.7164518	0.07606926	1.6471866	0.115807004	1.6582512	0.13745144
GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	1.7153416	0.07678614	1.7534653	0.07156177	1.7540616	0.092180304
GOBP_REGULATION_OF_CARTILAGE_DEVELOPMENT	1.7152697	0.07622463	1.7386076	0.075202994	1.676036	0.12736525
GOBP_ENDOCARDIAL_CUSHION_TO_MESENCHYMAL_TRANSITION	1.7142503	0.07678405	1.505651	0.22926103	1.3946393	0.3250625
GOBP_BIOMINERAL_TISSUE_DEVELOPMENT	1.7128756	0.07775402	1.6618832	0.10609014	1.8351843	0.06125437
GOBP_OLEFINIC_COMPOUND_BIOSYNTHETIC_PROCESS	1.7118878	0.07833122	1.4574476	0.2625747	1.2663236	0.440168
GOBP_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE	1.711663	0.07795596	1.733624	0.07607963	1.6465452	0.14062682
GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM	1.708728	0.080959715	1.7352519	0.076664045	1.6411242	0.14148973
GOBP_NEGATIVE_REGULATION_OF_SODIUM_ION_TRANSPORT	1.7082893	0.08087003	1.5998164	0.14140864	1.6080744	0.15728514
GOBP_ATRIAL_SEPTUM_MORPHOGENESIS	1.7077894	0.08086933	1.5905625	0.14799859	1.6490091	0.14019251
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	1.7063668	0.0819927	1.7779667	0.058449447	1.7562559	0.09038306
GOBP_POSITIVE_REGULATION_OF_VASOCONSTRICTION	1.7057401	0.08209781	1.5696727	0.16564964	1.6475257	0.14085267
GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	1.7039723	0.083651625	1.4497167	0.26674035	0.9076084	0.820764
GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT	1.7038361	0.0831985	1.7049031	0.083864644	1.5766929	0.17501917
GOBP_SIGNAL_TRANSDUCTION_INVOLVED_IN_REGULATION_OF_GENE_EXPRESSION	1.7009251	0.086343855	1.6874192	0.09201621	1.5316209	0.21894495
GOBP_EMBRYONIC_ORGAN_MORPHOGENESIS	1.6996856	0.087313905	1.7507511	0.073899694	1.6580868	0.13702944
GOBP_REGULATION_OF_BRANCHING_MORPHOGENESIS_OF_A_NERVE	1.699287	0.08716607	1.2088667	0.49661446	1.3005806	0.40545616
GOBP_POSITIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY	1.6977911	0.08847972	1.645845	0.116355464	1.6455312	0.13988689
GOBP_CAMERA_TYPE_EYE_MORPHOGENESIS	1.6970267	0.0888853	1.5865556	0.14940928	1.6076154	0.15761879
GOBP_MATURE_B_CELL_DIFFERENTIATION	1.6967369	0.08864359	1.6791039	0.09523028	1.7693334	0.08516788
GOBP_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	1.6961579	0.08879046	1.6493943	0.114975765	1.6167765	0.15284756
GOBP_BRANCHING_MORPHOGENESIS_OF_A_NERVE	1.6951282	0.08949935	1.278397	0.4229387	1.5031375	0.24000345
GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	1.6951197	0.08886373	1.4633924	0.25597706	1.0520784	0.66469467
GOBP_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	1.6939662	0.08974617	1.7143807	0.080378875	1.6350485	0.14395985
GOBP_COLLAGEN_FIBRIL_ORGANIZATION	1.6915594	0.09236256	1.6866096	0.09133831	1.5121257	0.23176731
GOBP_REGULATION_OF_GLIAL_CELL_PROLIFERATION	1.6913906	0.09194109	1.7148875	0.08111614	1.7957402	0.07715929
GOBP_BONE_TRABECULA_MORPHOGENESIS	1.69113	0.09167009	1.6097934	0.1355659	1.3685858	0.35023257
GOBP_B_CELL_MEDIATED_IMMUNITY	1.6907176	0.091590345	1.4196736	0.29533422	1.2353715	0.4667059
GOBP_CELL_FATE_COMMITMENT	1.6892573	0.09293888	1.6658143	0.10471526	1.6653562	0.13371558
GOBP_CRANIAL_SKELETAL_SYSTEM_DEVELOPMENT	1.6890733	0.09257307	1.5421873	0.18841852	1.4871752	0.2535849
GOBP_SMOOTH_MUSCLE_TISSUE_DEVELOPMENT	1.6879758	0.09344163	1.4888312	0.24018978	1.5291376	0.22044915
GOBP_BONE_TRABECULA_FORMATION	1.684216	0.09805159	1.611649	0.13599138	1.4609578	0.2749193
GOBP_POSITIVE_REGULATION_OF_HORMONE_SECRETION	1.6842088	0.09740408	1.6720774	0.10005318	1.7073346	0.11720729
GOBP_CARDIAC_SEPTUM_DEVELOPMENT	1.6835157	0.09773059	1.6253678	0.12669426	1.6326249	0.14478597
GOBP_VENTRICULAR_TRABECULA_MYOCARDIUM_MORPHOGENESIS	1.6821856	0.098993815	1.5735849	0.16353413	1.6601919	0.13546441
GOBP_SYNAPTIC_MEMBRANE_ADHESION	1.6813846	0.09950487	1.8681619	0.03694731	1.9307073	0.032475043
GOBP_POSITIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT	1.6810328	0.09936237	1.7920923	0.054236937	1.79925	0.07599997
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_DIFFERENTIATION	1.6809056	0.09888827	1.4447167	0.27122697	1.421397	0.30136144
GOBP_RESPONSE_TO_ESTRADIOL	1.6795446	0.10028856	1.6084464	0.13565005	1.4470772	0.2766094
GOBP_REGULATION_OF_CAMP_MEDIATED_SIGNALING	1.6788332	0.100699164	1.5966227	0.1439755	1.2717432	0.4353499
GOBP_CELLULAR_RESPONSE_TO_ESTRADIOL_STIMULUS	1.6787663	0.10014793	1.5324247	0.19638911	1.3648568	0.35229665
GOBP_POSITIVE_REGULATION_OF_OSSIFICATION	1.6782833	0.100237094	1.7250332	0.07863639	1.8313355	0.061645173
GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY	1.6782672	0.09963042	1.6247778	0.12718745	1.5660694	0.18726787
GOBP_GLIAL_CELL_PROLIFERATION	1.6775037	0.10012146	1.6226285	0.12894465	1.7499402	0.09454637
GOBP_CELL_DIFFERENTIATION_IN_SPINAL_CORD	1.6774238	0.09961483	1.5721674	0.16289064	1.3526016	0.36201584
GOBP_REGULATION_OF_BONE_RESORPTION	1.6753851	0.101981975	1.6803807	0.09460252	1.8033912	0.07422423
GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	1.6753181	0.10144974	1.4734133	0.24974962	1.3241347	0.38568434
GOBP_RESPONSE_TO_X_RAY	1.6742768	0.10236966	1.4325548	0.28207758	1.4328122	0.29163635
GOBP_PRIMARY_ALCOHOL_BIOSYNTHETIC_PROCESS	1.6742476	0.101781756	1.2405285	0.4639833	1.2171313	0.48098958
GOBP_INNERVATION	1.6731848	0.10261948	1.7101059	0.081720375	1.8056176	0.0731852
GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS	1.6719763	0.1038165	1.5122583	0.22133046	1.5800349	0.17398648
GOBP_MEMORY	1.6719687	0.10320669	1.7254287	0.078936845	1.7333992	0.09676755
GOBP_CELLULAR_RESPONSE_TO_HYDROPEROXIDE	1.6707219	0.104475744	1.5932002	0.14750543	1.5591791	0.19261998
GOBP_EMBRYONIC_APPENDAGE_MORPHOGENESIS	1.6702247	0.10460098	1.5729684	0.16261734	1.5681022	0.18454336
GOBP_APPENDAGE_MORPHOGENESIS	1.669829	0.10456349	1.5842942	0.15273543	1.5504223	0.19905029
GOBP_REGULATION_OF_NEURON_DIFFERENTIATION	1.6696844	0.10417692	1.6205393	0.12963617	1.6131402	0.15523028
GOBP_BONE_DEVELOPMENT	1.6695126	0.103823245	1.4566926	0.26398957	1.536628	0.21463552
GOBP_VASOCONSTRICTION	1.6693077	0.1035449	1.7785702	0.05891874	1.7938027	0.073421665
GOBP_REGULATION_OF_HORMONE_LEVELS	1.6692678	0.10301007	1.7108581	0.08143386	1.7744558	0.0798603
GOBP_EMBRYONIC_CAMERA_TYPE_EYE_FORMATION	1.668864	0.103019394	1.430895	0.28423497	1.7064247	0.11584059
GOBP_BEHAVIOR	1.6680022	0.10373408	1.7010546	0.08492041	1.7854182	0.07407298
GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	1.6678915	0.10333746	1.5411252	0.18904205	1.3776463	0.34260482
GOBP_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS	1.667671	0.10310594	1.4151877	0.29984596	1.2307589	0.46990538
GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	1.6665355	0.104141295	1.5687748	0.16616146	1.1273527	0.5731164
GOBP_TUBE_DEVELOPMENT	1.6664592	0.103679635	1.5980486	0.14279272	1.6024857	0.16198818
GOBP_CARDIOCYTE_DIFFERENTIATION	1.6662095	0.10348336	1.682918	0.09348069	1.7870195	0.07753077
GOBP_CARDIAC_SEPTUM_MORPHOGENESIS	1.66476	0.10507914	1.7084928	0.08179671	1.7333922	0.09580824
GOBP_TRIGEMINAL_NERVE_DEVELOPMENT	1.6645366	0.10485298	1.4612411	0.25931373	1.4733303	0.2640857
GOBP_REGULATION_OF_TISSUE_REMODELING	1.6643857	0.1044999	1.7322124	0.07537986	1.857058	0.047736503
GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	1.6631932	0.105677105	1.5407003	0.18834935	1.5399572	0.21097675
GOBP_HEAT_GENERATION	1.6625977	0.10600559	1.574576	0.16291925	1.5787895	0.17548181
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	1.6623098	0.10587731	1.5665208	0.16974716	1.3630623	0.35370395
GOBP_ENDOCHONDRAL_BONE_MORPHOGENESIS	1.6622922	0.105337635	1.610112	0.13546985	1.6473829	0.14045393
GOBP_DOPAMINE_BIOSYNTHETIC_PROCESS	1.6621538	0.10498991	1.3930469	0.31964412	1.2115934	0.48300007
GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSPORT	1.661976	0.104698546	1.7135874	0.07929091	1.6901678	0.11950925
GOBP_RESPONSE_TO_BMP	1.6609337	0.10565075	1.6464405	0.116469294	1.568109	0.18497635
GOBP_BONE_MINERALIZATION	1.6603534	0.10596752	1.5734745	0.16332702	1.860792	0.046285518
GOBP_REGULATION_OF_BLOOD_PRESSURE	1.6602141	0.10563896	1.7400191	0.0772646	1.6805956	0.12576261
GOBP_CHONDROCYTE_DEVELOPMENT	1.6600883	0.105285995	1.4253601	0.290463	1.5488874	0.20090829
GOBP_COGNITION	1.6600426	0.10481785	1.5953708	0.14491573	1.7132328	0.11564834
GOBP_MATURE_B_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE	1.6597047	0.104777545	1.6534367	0.11191404	1.7456224	0.09075218
GOBP_ARACHIDONIC_ACID_METABOLIC_PROCESS	1.6594834	0.104566306	1.5271868	0.20327699	1.6894954	0.118987456
GOBP_CARDIAC_CHAMBER_DEVELOPMENT	1.6593286	0.10426109	1.5580274	0.1754457	1.5927415	0.16608855
GOBP_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY	1.6584501	0.10500987	1.4020783	0.30952397	1.2348379	0.46684247
