NAME	NES_2H	FDR_2H	NES_6H	FDR_6H	NES_24H	FDR_24H
GOBP_MITOCHONDRIAL_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	1.5960125	1.0	-1.4223667	1.0	-1.1411949	1.0
GOBP_ADIPONECTIN_ACTIVATED_SIGNALING_PATHWAY	1.5923436	1.0	1.5528227	1.0	1.5445783	0.76212835
GOBP_TEMPERATURE_HOMEOSTASIS	1.580806	1.0	1.1010739	0.93697447	-0.90722245	1.0
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	1.5781529	1.0	1.3638314	0.9500912	1.1055859	0.8811787
GOBP_B_CELL_ACTIVATION	1.5780001	1.0	1.1592419	0.9268586	1.0775571	0.88706464
GOBP_NCRNA_EXPORT_FROM_NUCLEUS	1.577649	1.0	0.55570054	0.99715614	-0.8920782	1.0
GOBP_CERAMIDE_BIOSYNTHETIC_PROCESS	1.5767859	1.0	1.1916628	0.924388	1.5738252	0.75135374
GOBP_PROTEIN_TRANSPORT_WITHIN_LIPID_BILAYER	1.576389	1.0	1.5651509	1.0	1.601377	0.8239061
GOBP_NEGATIVE_REGULATION_OF_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS	1.5763845	1.0	1.6555309	1.0	1.5739243	0.76028824
GOBP_RESPONSE_TO_INTERLEUKIN_2	1.5759299	1.0	1.5351964	1.0	1.5858325	0.8008388
GOBP_PROTEIN_HEXAMERIZATION	1.5748101	1.0	1.3514729	0.9416061	-1.0140775	1.0
GOBP_GLYCOSPHINGOLIPID_METABOLIC_PROCESS	1.5743469	1.0	-1.1354327	0.9445144	1.0831069	0.88806486
GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_2	1.5731372	1.0	1.5342004	0.99809456	1.5943424	0.8237926
GOBP_REGULATION_OF_GLIAL_CELL_MIGRATION	1.5730094	1.0	1.1755048	0.9201874	1.3868225	0.81474787
GOBP_RESPONSE_TO_INTERLEUKIN_9	1.5715393	1.0	1.4325931	0.9982597	1.5229882	0.7746501
GOBP_DETOXIFICATION_OF_INORGANIC_COMPOUND	1.5658307	1.0	-1.1140778	0.95641655	-1.1674153	1.0
GOBP_CERAMIDE_CATABOLIC_PROCESS	1.5642442	1.0	-1.19395	0.949808	0.92363095	0.93100446
GOBP_RESPONSE_TO_POTASSIUM_ION	1.563358	1.0	0.70377284	0.99450475	-1.289653	0.9978489
GOBP_T_CELL_HOMEOSTASIS	1.5590646	1.0	1.4203032	0.97863996	1.1411285	0.8570715
GOBP_RESPONSE_TO_PAIN	1.5580332	1.0	1.5119209	0.91883665	1.6579059	0.9663224
GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	1.5571195	1.0	1.55198	1.0	1.2057164	0.81795114
GOBP_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION	1.55627	1.0	1.6273206	1.0	1.4918106	0.74951655
GOBP_INTERLEUKIN_10_PRODUCTION	1.5473441	1.0	1.5242078	0.9413255	0.9857137	0.91502744
GOBP_SCHWANN_CELL_MIGRATION	1.5465268	1.0	1.2068521	0.9325054	1.5573858	0.7695839
GOBP_REGULATION_OF_LONG_CHAIN_FATTY_ACID_IMPORT_INTO_CELL	1.5441214	1.0	1.3132473	0.9425945	1.4233639	0.78922516
GOBP_ZINC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	1.5440654	1.0	1.420092	0.97616166	1.6600267	1.0
GOBP_CELLULAR_RESPONSE_TO_SALT_STRESS	1.5421678	1.0	-1.177051	0.9389128	-1.4575968	0.77432454
GOBP_GAMMA_AMINOBUTYRIC_ACID_SIGNALING_PATHWAY	1.5401723	1.0	1.2676097	0.92222816	1.586517	0.80787706
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	1.5383596	1.0	1.0130417	0.9678946	1.4439787	0.7703367
GOBP_TRNA_THREONYLCARBAMOYLADENOSINE_METABOLIC_PROCESS	1.5383317	1.0	1.0103822	0.9669136	0.75931346	0.9681446
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	1.53495	1.0	1.4574592	0.9867854	1.4323664	0.77110434
GOBP_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	1.5340114	1.0	1.6811942	1.0	1.3808105	0.81431425
GOBP_PRE_MIRNA_PROCESSING	1.533863	1.0	0.9871201	0.97081757	-1.1066208	1.0
GOBP_LABYRINTHINE_LAYER_DEVELOPMENT	1.5336956	1.0	1.5332294	0.9833032	1.4152924	0.7742672
GOBP_MESODERM_DEVELOPMENT	1.5325935	1.0	1.152545	0.9315111	0.927672	0.92735213
GOBP_ACTIN_FILAMENT_NETWORK_FORMATION	1.5309541	1.0	0.96197176	0.9698493	1.5328032	0.77671915
GOBP_CARTILAGE_DEVELOPMENT	1.5294275	1.0	1.3709753	0.9417787	0.8411142	0.9480812
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB	1.5290468	1.0	1.1862354	0.9196822	-1.2633868	1.0
GOBP_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	1.5285065	1.0	1.3968608	0.96911174	1.4116504	0.77258873
GOBP_ROSTROCAUDAL_NEURAL_TUBE_PATTERNING	1.5270301	1.0	0.7966603	0.98531044	-1.0150841	1.0
GOBP_MULTICELLULAR_ORGANISMAL_RESPONSE_TO_STRESS	1.5267671	1.0	1.5621902	1.0	1.5656352	0.7633872
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_TRANSLATION	1.5258857	1.0	0.91395104	0.97517806	-1.2836494	1.0
GOBP_CERAMIDE_METABOLIC_PROCESS	1.5235517	1.0	0.8720797	0.97851187	1.3763945	0.806431
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DEVELOPMENT	1.522735	1.0	1.5541563	1.0	0.82165205	0.95496106
GOBP_CLEAVAGE_FURROW_FORMATION	1.52255	1.0	1.4373301	0.9968966	1.5040922	0.7719588
GOBP_SMOOTH_MUSCLE_TISSUE_DEVELOPMENT	1.516606	1.0	0.7782298	0.9863329	-0.5867773	1.0
GOBP_MITOCHONDRIAL_FISSION	1.5156662	1.0	0.85616386	0.97625715	0.7993857	0.96571046
GOBP_INTRACELLULAR_ZINC_ION_HOMEOSTASIS	1.5155133	1.0	1.3087189	0.9415206	1.4419997	0.7689142
GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS	1.5145701	1.0	1.0960635	0.93985987	-0.8060049	1.0
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	1.5129721	1.0	1.6619153	1.0	1.2360824	0.798312
GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS	1.5116788	1.0	1.4790391	1.0	1.3185222	0.7966295
GOBP_REGULATION_OF_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS	1.5111789	1.0	1.5291152	0.9903298	1.1892747	0.8350925
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_FISSION	1.5107332	1.0	0.8178938	0.9735057	0.8635354	0.94374526
GOBP_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	1.5106056	1.0	1.1268395	0.9347897	1.6146514	0.80803657
GOBP_MESENCHYMAL_CELL_PROLIFERATION	1.5099366	1.0	1.146639	0.9316855	-1.1011592	1.0
GOBP_T_HELPER_1_CELL_DIFFERENTIATION	1.5097599	1.0	1.5146618	0.92832214	1.3217361	0.7903307
GOBP_SPHINGOMYELIN_METABOLIC_PROCESS	1.5093565	1.0	1.0012877	0.9673108	1.3411859	0.7647591
GOBP_CELLULAR_RESPONSE_TO_IRON_ION	1.507136	1.0	1.4125317	0.9684641	-1.0838764	1.0
GOBP_REGULATION_OF_MITOCHONDRIAL_FISSION	1.5066806	1.0	0.8695553	0.97851026	0.8587389	0.9432611
GOBP_ACID_SECRETION	1.5033323	1.0	1.2213145	0.9285622	-0.65359443	1.0
GOBP_CARDIAC_NEURAL_CREST_CELL_DEVELOPMENT_INVOLVED_IN_OUTFLOW_TRACT_MORPHOGENESIS	1.5013456	1.0	1.2803884	0.9429431	-0.6104117	1.0
GOBP_INTRACELLULAR_MONOATOMIC_ANION_HOMEOSTASIS	1.4994428	1.0	1.2462724	0.9376228	1.3012847	0.796444
GOBP_INTRACELLULAR_IRON_ION_HOMEOSTASIS	1.4990454	1.0	1.080479	0.9414709	-1.0504901	1.0
GOBP_POSITIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION	1.4979534	1.0	1.3881241	0.95791143	0.9536015	0.9251148
GOBP_PROTEIN_TARGETING_TO_VACUOLE_INVOLVED_IN_AUTOPHAGY	1.4973462	1.0	1.3688629	0.9427443	0.9106722	0.93582475
GOBP_REGULATION_OF_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	1.4972214	1.0	1.5494248	1.0	1.2497463	0.80590945
GOBP_LIPID_IMPORT_INTO_CELL	1.4965631	1.0	1.3799409	0.94129604	1.3188158	0.8013351
GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	1.4959862	1.0	1.2616673	0.9190453	-0.91561586	1.0
GOBP_C4_DICARBOXYLATE_TRANSPORT	1.4951899	1.0	-1.389166	1.0	-0.83002394	1.0
GOBP_NEGATIVE_REGULATION_OF_CENTROSOME_DUPLICATION	1.4951555	1.0	1.2680733	0.92237544	1.1057943	0.8812787
GOBP_ACTIVATED_T_CELL_PROLIFERATION	1.4925966	1.0	1.2764345	0.9351397	-0.8524905	1.0
GOBP_LIPOSACCHARIDE_METABOLIC_PROCESS	1.4922043	1.0	-1.1724545	0.94644177	0.9798893	0.91805375
GOBP_SMOOTH_MUSCLE_CONTRACTION	1.4921458	1.0	0.9602604	0.9693974	1.2844155	0.79802424
GOBP_LONG_CHAIN_FATTY_ACID_IMPORT_INTO_CELL	1.4918202	1.0	1.389112	0.9634793	1.315428	0.79301125
GOBP_REGULATION_OF_VOLTAGE_GATED_SODIUM_CHANNEL_ACTIVITY	1.4910342	1.0	0.7951135	0.9844826	1.0586001	0.8909569
GOBP_ARTERY_MORPHOGENESIS	1.4905931	1.0	1.2463866	0.93825513	-1.0578876	1.0
GOBP_SNRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II	1.4888202	1.0	-0.8045319	1.0	-0.6267269	1.0
GOBP_TRANSPOSITION	1.4862964	1.0	-0.61923903	0.99530697	0.9121964	0.9360259
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_MORPHOGENESIS	1.4861672	1.0	1.0595298	0.9451058	-1.4131808	0.8348436
GOBP_REGULATION_OF_MICROVILLUS_ORGANIZATION	1.4856889	1.0	1.4511418	1.0	1.2309716	0.8071475
GOBP_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION	1.4802029	1.0	1.2831061	0.9421417	-0.8413767	1.0
GOBP_LONG_TERM_MEMORY	1.4789785	1.0	1.7164466	1.0	0.80071723	0.96732557
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	1.4788339	1.0	1.1255794	0.9344255	0.89922416	0.9409611
GOBP_RESPONSE_TO_IRON_ION	1.4773071	1.0	1.4421592	1.0	-0.9153079	1.0
GOBP_XENOPHAGY	1.476316	1.0	1.2279596	0.93348116	-0.54130316	1.0
GOBP_TRANSCRIPTION_INITIATION_AT_RNA_POLYMERASE_III_PROMOTER	1.4755436	1.0	0.8903937	0.9725485	1.3548465	0.7762583
GOBP_NEUTROPHIL_DIFFERENTIATION	1.4747252	1.0	1.3769226	0.94237024	1.1288527	0.86643374
GOBP_REPLICATIVE_SENESCENCE	1.471738	1.0	1.3346202	0.95284444	-1.0384731	1.0
GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_CHEMICAL_HOMEOSTASIS	1.471228	1.0	1.5686162	1.0	-0.6535014	1.0
GOBP_SOMATIC_STEM_CELL_DIVISION	1.4700665	1.0	1.1486354	0.9339829	0.760099	0.96973485
GOBP_RESPONSE_TO_AXON_INJURY	1.4692572	1.0	1.1936517	0.92496276	1.0772127	0.887365
GOBP_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS	1.4689995	1.0	-0.93009335	0.98468155	-1.3746514	0.91854256
GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE	1.4688036	1.0	-1.1224296	0.94769526	1.446331	0.7697485
GOBP_AORTA_DEVELOPMENT	1.468498	1.0	-1.0688673	0.98032266	-0.682887	1.0
GOBP_BEHAVIORAL_RESPONSE_TO_PAIN	1.4681119	1.0	1.3516929	0.9425691	1.3378963	0.7691562
GOBP_INNER_EAR_RECEPTOR_CELL_STEREOCILIUM_ORGANIZATION	1.4671373	1.0	1.3071157	0.9378518	-1.0121458	1.0
GOBP_RESPONSE_TO_COPPER_ION	1.465897	1.0	1.5821961	1.0	1.3634249	0.78847045
GOBP_SNRNA_TRANSCRIPTION	1.4652606	1.0	-0.6944918	0.993463	-0.8770105	1.0
GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	1.4635986	1.0	1.0233109	0.9586904	1.0301824	0.8964619
GOBP_DETOXIFICATION	1.4626894	1.0	-1.1221102	0.9479576	-1.0079393	1.0
GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND	1.4624041	1.0	1.393759	0.968513	-1.142574	1.0
GOBP_REGULATION_OF_XENOPHAGY	1.4622624	1.0	-0.6083065	0.9955549	-1.0972146	1.0
GOBP_LEPTIN_MEDIATED_SIGNALING_PATHWAY	1.4620414	1.0	1.5025952	0.91495794	1.5837184	0.7933172
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION	1.4603064	1.0	1.2222583	0.92940074	1.2355214	0.7985334
GOBP_NEGATIVE_REGULATION_OF_ASTROCYTE_DIFFERENTIATION	1.4602805	1.0	1.5510423	1.0	0.6559709	0.98615104
GOBP_POSITIVE_REGULATION_OF_ASTROCYTE_DIFFERENTIATION	1.4602247	1.0	1.324188	0.948249	0.718107	0.9775611
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	1.4589076	1.0	1.5288475	0.9697151	1.5180581	0.76906574
GOBP_GROWTH_HORMONE_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT	1.4584976	1.0	1.4385755	0.9963961	1.4951291	0.7473241
GOBP_RESPONSE_TO_INTERLEUKIN_4	1.458296	1.0	1.727863	1.0	1.5619864	0.76272887
GOBP_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS	1.4576153	1.0	-0.762133	0.9915648	-0.667937	1.0
GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	1.4568313	1.0	1.3181357	0.9432057	1.2811992	0.7915695
GOBP_ARTERY_DEVELOPMENT	1.4568179	1.0	0.99198204	0.9703756	-0.7673509	1.0
GOBP_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY	1.454701	1.0	0.6520919	0.9949472	1.7080352	1.0
GOBP_RESPONSE_TO_INTERLEUKIN_15	1.4542067	1.0	1.4398324	1.0	1.5037409	0.7688028
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION	1.4536766	1.0	1.3945094	0.9696214	1.4320548	0.76678777
GOBP_CD4_POSITIVE_OR_CD8_POSITIVE_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT	1.4510443	1.0	-0.535086	0.9993612	-0.88305837	1.0
GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	1.4498265	1.0	0.97694576	0.9665895	1.0177258	0.9036832
GOBP_DETOXIFICATION_OF_CADMIUM_ION	1.449215	1.0	-1.3146515	0.9409463	-1.0910203	1.0
GOBP_INTERLEUKIN_4_MEDIATED_SIGNALING_PATHWAY	1.4489182	1.0	1.4372605	0.992422	1.4616762	0.76662356
GOBP_REGULATION_OF_INTERLEUKIN_6_MEDIATED_SIGNALING_PATHWAY	1.4488064	1.0	1.23082	0.9450973	1.0961398	0.8876772
GOBP_ZINC_ION_TRANSPORT	1.4478786	1.0	1.0297546	0.9585403	1.4770739	0.7669568
GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_MIGRATION	1.4478035	1.0	1.1871345	0.9254986	1.4711136	0.7588434
GOBP_NEGATIVE_REGULATION_OF_MYOBLAST_DIFFERENTIATION	1.4450758	1.0	1.6121442	1.0	1.5971981	0.8436037
GOBP_AXON_REGENERATION	1.4447045	1.0	1.19385	0.92501837	1.1122599	0.87563324
GOBP_NEGATIVE_REGULATION_OF_AXON_REGENERATION	1.4444411	1.0	1.5564663	1.0	1.5077523	0.776348
GOBP_GAMMA_AMINOBUTYRIC_ACID_SECRETION	1.4443926	1.0	1.1728983	0.9231476	-1.0143068	1.0
GOBP_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	1.4436518	1.0	1.5704389	1.0	1.4994427	0.7399056
GOBP_LONG_CHAIN_FATTY_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE	1.4430884	1.0	1.4544026	0.9838679	1.4566002	0.76780105
GOBP_PARALLEL_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	1.4397637	1.0	1.4404235	1.0	1.3343984	0.7704362
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	1.4378444	1.0	1.519866	0.9438731	1.6555293	0.9201783
GOBP_POSITIVE_REGULATION_OF_LYASE_ACTIVITY	1.4378097	1.0	1.0929105	0.93972355	1.5464791	0.7721647
GOBP_AORTA_MORPHOGENESIS	1.4374554	1.0	-0.88167626	0.9987113	-1.2166886	1.0
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	1.4373912	1.0	1.2281996	0.93557906	1.1115468	0.87633353
GOBP_IMMATURE_B_CELL_DIFFERENTIATION	1.4367585	1.0	1.318551	0.94795865	1.2165219	0.81349176
GOBP_LABYRINTHINE_LAYER_BLOOD_VESSEL_DEVELOPMENT	1.4364455	1.0	1.6084912	1.0	1.8654499	0.87641287
GOBP_BRAIN_DERIVED_NEUROTROPHIC_FACTOR_RECEPTOR_SIGNALING_PATHWAY	1.4363239	1.0	1.0756761	0.9426342	1.4203877	0.77681947
GOBP_SPONGIOTROPHOBLAST_LAYER_DEVELOPMENT	1.4359291	1.0	1.3160912	0.93837994	0.85046554	0.944168
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	1.4348588	1.0	-0.9056017	0.9935209	0.7656854	0.9718128
GOBP_SNRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III	1.4342376	1.0	-0.9362279	0.98714954	-0.7901918	1.0
GOBP_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION	1.4340689	1.0	0.9225174	0.97682035	0.6227283	0.9886593
GOBP_CALCIUM_IMPORT_INTO_THE_MITOCHONDRION	1.4332358	1.0	-1.634023	0.7883386	-1.1104146	1.0
GOBP_PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION	1.4330292	1.0	1.0466442	0.9551881	1.2182968	0.812554
GOBP_CELLULAR_HYPOTONIC_RESPONSE	1.4323285	1.0	-0.9063481	0.993763	0.7851435	0.9701098
GOBP_FATTY_ACID_TRANSMEMBRANE_TRANSPORT	1.4314317	1.0	1.378305	0.9412604	1.4011617	0.79222745
GOBP_FAT_CELL_PROLIFERATION	1.4314314	1.0	1.1394812	0.935987	-1.1410097	1.0
GOBP_PROTEIN_IMPORT_INTO_PEROXISOME_MATRIX	1.431392	1.0	0.76243186	0.9812426	0.8526324	0.9441909
GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION	1.4312582	1.0	1.2944574	0.94313073	1.2850916	0.79744065
GOBP_ATRIAL_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	1.4312236	1.0	1.2790352	0.9447979	1.351276	0.7685705
GOBP_POST_ANAL_TAIL_MORPHOGENESIS	1.4300102	1.0	1.0027254	0.9667062	-0.9192031	1.0
GOBP_VESICLE_FUSION_WITH_GOLGI_APPARATUS	1.4296176	1.0	0.8896214	0.97308093	1.4436618	0.7656613
GOBP_HYPOTONIC_RESPONSE	1.4292067	1.0	-0.9047716	0.99392647	0.7841681	0.9707829
GOBP_AGGRESOME_ASSEMBLY	1.4288937	1.0	1.1557568	0.93319666	0.4326021	0.99865675
GOBP_B_CELL_DIFFERENTIATION	1.4268962	1.0	1.1084211	0.9378215	1.5024115	0.75622183
GOBP_DNA_UNWINDING_INVOLVED_IN_DNA_REPLICATION	1.4267176	1.0	1.4200413	0.968252	1.1320511	0.86709243
GOBP_REGULATION_OF_LONG_CHAIN_FATTY_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE	1.4265679	1.0	1.3093495	0.9410104	1.4087166	0.7727121
GOBP_REGULATION_OF_IRON_ION_TRANSPORT	1.4261672	1.0	1.1755368	0.9208809	-1.1547991	1.0
GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	1.4258491	1.0	1.1024941	0.93728745	0.9665932	0.92617524
GOBP_POSITIVE_REGULATION_OF_IMMATURE_T_CELL_PROLIFERATION	1.4244227	1.0	-1.2179039	0.96126246	0.95732003	0.9270232
GOBP_MITOCHONDRIAL_RNA_MODIFICATION	1.4234529	1.0	1.13667	0.9354214	0.90057844	0.94108224
GOBP_POSITIVE_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT	1.423019	1.0	1.6922507	1.0	1.5771155	0.756859
GOBP_MEIOTIC_CYTOKINESIS	1.4227216	1.0	1.2750423	0.92752993	1.2391379	0.8034006
GOBP_PHARYNGEAL_ARCH_ARTERY_MORPHOGENESIS	1.4226114	1.0	1.2070634	0.9325405	0.77635974	0.97121924
GOBP_POSITIVE_REGULATION_OF_WOUND_HEALING	1.4221066	1.0	-1.0980617	0.96825045	0.8386344	0.9497876
GOBP_POSITIVE_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS	1.4219491	1.0	1.2235659	0.9316766	0.9760934	0.9226716
GOBP_IRON_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	1.4217292	1.0	1.0326579	0.95947105	1.2798204	0.7892841
GOBP_PHOSPHATIDYLETHANOLAMINE_BIOSYNTHETIC_PROCESS	1.4213544	1.0	1.4039868	0.9713333	1.1328462	0.86764795
GOBP_EXTRACELLULAR_MATRIX_CONSTITUENT_SECRETION	1.421092	1.0	1.1917928	0.9256191	-0.8893286	1.0
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT	1.419876	1.0	1.0786914	0.94067055	-1.3832686	0.90713674
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	1.4197286	1.0	1.4105064	0.9614205	1.5971311	0.82941777
GOBP_MONOATOMIC_ANION_HOMEOSTASIS	1.4189522	1.0	-0.7735332	0.9939742	1.0267991	0.899841
GOBP_COMPLEMENT_ACTIVATION	1.4186077	1.0	0.93085104	0.97659993	-1.3693123	0.92024326
GOBP_PLACENTA_DEVELOPMENT	1.4175724	1.0	1.4846234	0.9954054	0.9469429	0.9287191
GOBP_CARDIOBLAST_PROLIFERATION	1.417427	1.0	1.1558986	0.9334395	0.8590563	0.94442093
GOBP_REGULATION_OF_CELL_DIFFERENTIATION_INVOLVED_IN_EMBRYONIC_PLACENTA_DEVELOPMENT	1.4167138	1.0	1.3421822	0.9470523	1.4764472	0.76663136
GOBP_DETERMINATION_OF_ADULT_LIFESPAN	1.4164957	1.0	1.3800068	0.9437125	1.4110494	0.7731928
GOBP_IRON_IMPORT_INTO_CELL	1.4153428	1.0	1.034006	0.9586482	1.2844434	0.7991786
GOBP_REGULATION_OF_MIRNA_CATABOLIC_PROCESS	1.4153116	1.0	1.4658523	1.0	1.6188053	0.7903108
GOBP_GLIAL_CELL_MIGRATION	1.4146464	1.0	0.9225479	0.97715163	-0.81184196	1.0
GOBP_PHOSPHATIDYLETHANOLAMINE_METABOLIC_PROCESS	1.4143366	1.0	1.4028795	0.97266984	1.1198264	0.8688806
GOBP_NEGATIVE_REGULATION_OF_CENTRIOLE_REPLICATION	1.412806	1.0	1.291458	0.9421381	1.1046271	0.88257414
GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	1.4127426	1.0	1.0669022	0.9402617	0.6252352	0.9882563
GOBP_REGULATION_OF_FOREBRAIN_NEURON_DIFFERENTIATION	1.4125849	1.0	1.3871386	0.95261836	-1.3468397	0.9196985
GOBP_REGULATION_OF_CHOLANGIOCYTE_PROLIFERATION	1.4113554	1.0	1.4425824	1.0	1.0807841	0.88461936
GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	1.4102657	1.0	1.0380853	0.9587444	1.0404271	0.9009399
